id,idx,count,awf,nwf,acl,ncl,p_awf,p_acl,p_nwf,p_ncl,p_awf_nwf,p_awf_ncl,p_acl_nwf,p_acl_ncl,ic_awf_nwf,ic_awf_ncl,ic_acl_nwf,ic_acl_ncl,pmi_awf_nwf,pmi_awf_ncl,pmi_acl_nwf,pmi_acl_ncl,vd_awf_nwf,vd_awf_nct,vd_act_nwf,vd_act_nct,s_awf,s_acl
674,1,1,scottish,soldier,128.0,515.0,-16.554650192994846,-13.593342773419081,-14.068485510810113,-10.301470782037498,-10.916625922211237,-10.916625922211237,-10.916625922211237,-12.098690096673593,7.552384412559737,6.328457138003741,8.897629237761656,6.833101638951087,5.638024270783609,5.638024270783609,2.6767168512078445,1.4946526767454884,0.6843225079407008,0.7580983560163707,0.7066988258584193,0.7661697641229508,None,None
675,0,1,only,finding,4.0,32.0,-7.44397587176236,-4.025178737373114,-14.932543382217196,-4.018658061151658,-7.730639955916791,-5.2976805486406855,-5.2976805486406855,-2.6159015997471355,8.584629285258627,5.265147086208621,10.807144563510532,6.503130785772407,-0.286664084154431,2.1462953231216746,-1.2725018112675714,1.4092771376259785,0.4315027619260152,0.16407426161354488,0.30016992197197523,0.016168398093966863,0.243157894736842,0.4268183830226921
675,1,1,significant,finding,36.0,32.0,-9.130136990560777,-4.049072114602912,-14.932543382217196,-4.018658061151658,-5.8046405373605685,-2.882643049361841,-2.882643049361841,-3.8354122218709463,9.342375959937339,5.783567671950943,11.204401265124075,6.6940137524784555,3.3254964532002083,6.247493941198936,1.1664290652410707,0.2136598927319655,0.4563381411190619,0.37408923856571585,0.30748685950557153,0.14934643499721756,0.6709999999999999,0.5203088092154123
676,0,1,only,introduction,4.0,721.0,-7.44397587176236,-4.025178737373114,-12.61906248235072,-6.164087497852401,-10.36604895067063,-5.0622682024935255,-5.0622682024935255,-4.728113606448071,8.584629285258627,5.265147086208621,10.807144563510532,6.503130785772407,-2.9220730789082694,2.3817076692688346,-1.0370894651204114,-0.7029348690749568,0.5576662405713743,0.3848541288386014,0.5031118725917276,0.3111868054488016,0.243157894736842,0.4268183830226921
676,1,1,thorough,introduction,130.0,721.0,-11.850515991296012,-8.281774005051625,-12.61906248235072,-6.164087497852401,-6.638128496107429,-5.247107877947121,-5.247107877947121,-8.255933803219532,7.645199145516583,5.257697350504868,9.700582393051688,5.929011193265678,5.212387495188583,6.603408113348891,3.0346661271045043,0.0258402018320929,0.4974502382605853,0.5606145966476821,0.5286746703125755,0.5145011117624458,None,0.425809523809524
677,0,1,other,candidates,None,262.0,None,None,-12.013567879070576,-7.615355656895251,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
677,1,1,anti-establishment,candidates,None,262.0,None,None,-12.013567879070576,-7.615355656895251,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
678,0,1,other,remarks,None,628.0,None,None,-13.77383148553934,-9.745562141169643,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
678,1,1,brilliant,remarks,131.0,628.0,-10.876659964505826,-3.1870673414481447,-13.77383148553934,-9.745562141169643,-10.211279947482009,-5.188912134453553,-5.188912134453553,-4.086009206554492,10.224337445557431,6.729502955646625,10.981056842919148,6.65889117329594,0.6653800170238178,5.687747830052273,-2.0018447930054086,-0.8989418651063477,0.6816808800888149,0.7490369239317767,0.6075784876412793,0.651165022118996,None,0.7173174493326742
679,0,1,other,events,None,939.0,None,None,-9.490412073967066,-4.941449890981834,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
679,1,1,cultural,events,126.0,939.0,-10.135062450383423,-7.2833634387902535,-9.490412073967066,-4.941449890981834,-6.049684513185858,-4.99884433216711,-4.99884433216711,-7.677351274204598,9.336788259476688,6.2231619234231585,10.769798219052067,6.8152712866637275,4.085377937197564,5.136218118216313,2.2845191066231436,-0.3939878354143449,0.48818727551895413,0.589405925448834,0.6659558346731103,0.6473297215572629,0.502692307692308,0.5487688933873145
680,0,1,other,galleries,None,186.0,None,None,-13.444014817671825,-6.935593857375657,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
680,1,1,educational,galleries,31.0,186.0,-10.013559190709605,-8.172407069651879,-13.444014817671825,-6.935593857375657,-10.541096615349524,-9.541096615349524,-9.541096615349524,-8.020242295088346,8.373695744551172,5.253968298061425,9.526511464702107,5.980920880991643,-0.5275374246399185,0.4724625753600815,-1.3686895456976451,0.1521647745635324,0.7211607270722038,0.6851138948712612,0.724283582865241,0.7281112907039351,None,None
681,0,1,other,creations,None,306.0,None,None,-13.809561882385157,-7.757676652772327,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
681,1,1,fan-based,creations,None,306.0,None,None,-13.809561882385157,-7.757676652772327,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
682,0,1,other,attractions,None,533.0,None,None,-11.988814496333973,-8.270797356476582,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
682,1,1,first-rate,attractions,None,533.0,None,None,-11.988814496333973,-8.270797356476582,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
683,0,1,other,things,None,32.0,None,None,-8.217121004100434,-4.018658061151658,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
683,1,1,little,things,4.0,32.0,-6.627331692722123,-4.025178737373114,-8.217121004100434,-4.018658061151658,-4.865615314434887,-3.3641794971348835,-3.3641794971348835,-2.6159015997471355,10.44296273420755,6.714462883382905,10.807144563510532,6.503130785772407,1.761716378287236,3.2631521955872396,0.6609992402382305,1.4092771376259785,0.29039914060520744,0.23568777690886,0.1611622595325224,0.016168398093966863,0.6117857142857139,0.4268183830226921
684,0,1,other,alliance,None,175.0,None,None,-14.397333916693137,-5.365370869970797,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
684,1,1,military,alliance,154.0,175.0,-9.749462433872834,-8.42210590568403,-14.397333916693137,-5.365370869970797,-4.610497592828294,-4.438030396823528,-4.438030396823528,-7.699771914412488,9.4820136112988,6.503799023148043,9.983942057437979,6.655522012033299,5.13896484104454,5.311432037049306,3.984075508860501,0.7223339912715412,0.5929375618204675,0.44138069441788863,0.5891793123670439,0.5164475216241599,0.15684210526315803,0.31920301072374035
685,0,1,other,candidates,None,262.0,None,None,-12.013567879070576,-7.615355656895251,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
685,1,1,pro-beijing,candidates,None,262.0,None,None,-12.013567879070576,-7.615355656895251,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
686,0,1,pan-democratic,politicians,None,262.0,None,None,-13.553613828763297,-7.615355656895251,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
686,1,1,veteran,politicians,82.0,262.0,-13.279470357298964,-5.871615198299855,-13.553613828763297,-7.615355656895251,-8.261572602815738,-3.542754355359792,-3.542754355359792,-3.1134115870228296,9.099208763383247,6.4999470803776225,10.94241523085887,6.831198579678972,5.017897754483226,9.736716001939172,2.328860842940063,2.7582036112770254,0.6867280103956099,0.577932817286086,0.4563810364188565,0.22502324554480957,None,0.34209800647853933
687,0,1,past,days,184.0,340.0,-8.342472803107444,-3.5583523966317334,-9.213518799657793,-5.7215424016276994,-3.9808368832452405,-1.0556842519760337,-1.0556842519760337,-0.9129309372847708,6.14822127838543,3.781665747082035,10.697752203659455,6.3563074088285285,4.361635919862204,7.28678855113141,2.5026681446556998,2.6454214593469625,0.36222113928076916,0.3009354861932779,0.2625537773256629,0.12374325030480726,0.3816666666666671,0.42557203072616623
687,1,1,few,days,None,340.0,None,None,-9.213518799657793,-5.7215424016276994,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
688,0,2,perfect,world,131.0,758.0,-8.032202278439614,-3.1870673414481447,-9.08367882529184,-3.92431334337861,-6.262996693739037,-4.4688907073412505,-4.4688907073412505,-3.1096050176162318,9.636472696586829,6.529542167916146,10.981056842919148,6.65889117329594,1.7692055847005772,3.563311571098364,-1.2818233658931057,0.07746232383191298,0.49265925028349744,0.2983743880758922,0.4044177428066952,0.1628100136336862,None,0.7173174493326742
688,1,2,little,world,4.0,758.0,-6.627331692722123,-4.025178737373114,-9.08367882529184,-3.92431334337861,-6.865258995176024,-1.835259307372812,-1.835259307372812,-3.4230460164049497,10.44296273420755,6.714462883382905,10.807144563510532,6.503130785772407,-0.23792730245390104,4.792072385349311,2.1899194300003018,0.6021327209681644,0.4824000020032829,0.2725547035165631,0.31653124075108363,0.07108886092464028,0.6117857142857139,0.4268183830226921
689,0,1,perfect,wafer,131.0,743.0,-8.032202278439614,-3.1870673414481447,-18.737183919577763,-10.584043879122994,None,-4.247927513443586,-4.247927513443586,-4.693720368228371,9.636472696586829,6.529542167916146,10.981056842919148,6.65889117329594,None,3.784274764996028,-1.0608601719954414,-1.5066530267802265,0.8102485125734582,0.875126858594812,0.8365481402610413,0.8718763978358074,None,0.7173174493326742
689,1,1,unleavened,wafer,80.0,743.0,-17.940708625301923,-11.130741948969995,-18.737183919577763,-10.584043879122994,None,None,None,-9.313616659058914,2.2512348392809836,2.109840707374207,9.334934493828449,6.620827113352476,None,None,None,1.8171252899110808,0.8055431107130497,0.840943582873277,0.7895923529755453,0.8049113324979634,None,None
690,0,1,phenomenal,power,28.0,610.0,-13.505827714410174,-6.58481928181688,-9.972355968190149,-5.979046633585523,-12.012755464831198,-4.925292623580859,-4.925292623580859,-7.091691613691281,8.851618227769697,6.456215854825164,10.897544468064911,6.924948151009383,1.4930722495789759,8.580535090829315,1.6595266582360209,-0.5068723318744013,0.6969493252611048,0.7206407392127352,0.542915618677233,0.5459146810275638,None,0.6642383027284987
690,1,1,military,power,154.0,610.0,-9.749462433872834,-8.42210590568403,-9.972355968190149,-5.979046633585523,-6.708974716654096,-3.545149914748201,-3.545149914748201,-6.803340702596556,9.4820136112988,6.503799023148043,9.983942057437979,6.655522012033299,3.0404877172187383,6.204312519124633,4.876955990935828,1.6187652030874728,0.563059231639544,0.5129731954278449,0.600714257645925,0.5272970500203658,0.15684210526315803,0.31920301072374035
691,0,1,plain,leotard,11.0,193.0,-11.137849606339536,-5.333220301967762,-18.341255243246625,-11.893026964441457,None,None,None,-5.16728391138501,9.814971752565134,6.910789966925293,11.961260669217852,7.592975745859972,None,None,None,0.16593639058275134,0.9132593752006479,0.8138562684081374,0.9069582793437192,0.9102488639148679,0.643157894736842,0.4826139901120551
691,1,1,black,leotard,101.0,193.0,-8.172712320366122,-5.608298489304898,-18.341255243246625,-11.893026964441457,-2.736965594166206,-1.0588936890535685,-1.0588936890535685,-2.4654747626324207,10.506564018033231,6.970808784472057,11.292270480812979,7.3196710846925965,5.435746726199916,7.1138186313125535,4.54940480025133,3.1428237266724777,0.7808988527767665,0.7382937242794679,0.7204989005722587,0.7334668526337813,0.250833333333333,0.37942436401317975
692,0,1,plain,underwear,11.0,735.0,-11.137849606339536,-5.333220301967762,-14.456657322256557,-8.133752529037602,-8.52845411076479,-4.5977167732019035,-4.5977167732019035,-4.72757275914279,9.814971752565134,6.910789966925293,11.961260669217852,7.592975745859972,2.6093954955747467,6.5401328331376325,0.7355035287658582,0.6056475428249719,0.6989712791534471,0.5962121332299026,0.6332849883677647,0.5335481680401936,0.643157894736842,0.4826139901120551
692,1,1,white,underwear,101.0,735.0,-8.298082529426553,-5.608298489304898,-14.456657322256557,-8.133752529037602,-5.721099188707186,-3.1190631746270876,-3.1190631746270876,-2.478437791552712,10.370572815347396,7.040917959474989,11.292270480812979,7.3196710846925965,2.5769833407193676,5.179019354799466,2.489235314677811,3.1298606977521866,0.6529442172687889,0.518160256114184,0.6864070751700402,0.45960348251398253,0.22727272727272702,0.37942436401317975
693,0,1,potential,aggression,36.0,223.0,-9.159845793146353,-4.049072114602912,-15.420961943035618,-10.022317726062505,-6.756794567928127,-2.8362290354225324,-2.8362290354225324,-3.8445134203427513,9.519384900000922,6.164924842135569,11.204401265124075,6.6940137524784555,2.403051225218226,6.323616757723821,1.2128430791803795,0.2045586942601605,0.6845938016031483,0.6454759429953031,0.6019901732332795,0.5096970604324231,0.49200000000000005,0.5203088092154123
693,1,1,soviet,aggression,154.0,223.0,-15.761101070462272,-8.42210590568403,-15.420961943035618,-10.022317726062505,None,-3.9202933002110067,-3.9202933002110067,-7.290380311398247,7.626025124730869,6.1074396718674695,9.983942057437979,6.655522012033299,None,11.840807770251265,4.501812605473022,1.1317255942857827,0.6331057535303235,0.6490767643595388,0.6473060205960639,0.6786194392011431,None,0.31920301072374035
694,0,1,prestigious,award,82.0,570.0,-12.012661378096842,-5.871615198299855,-12.658120258120531,-9.994886429904662,-2.5973704313477786,-2.1078226544386554,-2.1078226544386554,-3.7554195184102603,8.367817771407822,5.701102869322997,10.94241523085887,6.831198579678972,9.415290946749064,9.904838723658187,3.7637925438611997,2.1161956798895947,0.3465346193798644,0.33961808019122697,0.4340624771457967,0.3985008474392102,None,0.34209800647853933
694,1,1,architectural,award,111.0,570.0,-11.97842602935139,-9.459419064152085,-12.658120258120531,-9.994886429904662,-9.157066173458505,-8.867559556263519,-8.867559556263519,-9.012957026027667,8.77867048409449,6.081555165705092,10.594040937443964,7.036173091678397,2.8213598558928847,3.110866473087871,0.5918595078885662,0.44646203812441776,0.6668712280880134,0.688466751079222,0.8426890408779643,0.8184657125185331,None,0.43181818181818205
695,0,1,pretty,veins,131.0,293.0,-11.21929867837256,-3.1870673414481447,-14.8340948941291,-9.785872802380895,None,-4.691584920254951,-4.691584920254951,-4.407273756152662,9.126689217667835,6.186515722192718,10.981056842919148,6.65889117329594,None,6.527713758117609,-1.5045175788068064,-1.2202064147045175,0.7909959587965567,0.8770255419795215,0.7503956708243157,0.8139939894588846,None,0.7173174493326742
695,1,1,blue,veins,101.0,293.0,-9.484416443609264,-5.608298489304898,-14.8340948941291,-9.785872802380895,-4.903089025448662,-2.9513441940558836,-2.9513441940558836,-3.6984086974944215,10.041744601236864,6.830829152936956,11.292270480812979,7.3196710846925965,4.581327418160602,6.533072249553381,2.656954295249015,1.909889791810477,0.7138228409521339,0.8609487837135756,0.6631770638074097,0.7817083180703788,0.298947368421053,0.37942436401317975
696,0,1,pretty,bushes,131.0,792.0,-11.21929867837256,-3.1870673414481447,-16.26743500995495,-13.02802133786996,-8.717676423066395,-5.017236704925304,-5.017236704925304,-4.27762194205684,9.126689217667835,6.186515722192718,10.981056842919148,6.65889117329594,2.501622255306165,6.202061973447256,-1.8301693634771596,-1.0905546006086957,0.7369237906316577,0.8964868534421788,0.7663197397359462,0.9203367529769544,None,0.7173174493326742
696,1,1,little,bushes,4.0,792.0,-6.627331692722123,-4.025178737373114,-16.26743500995495,-13.02802133786996,-4.194114467009384,-3.469748909622811,-3.469748909622811,-4.298890558810492,10.44296273420755,6.714462883382905,10.807144563510532,6.503130785772407,2.433217225712739,3.157582783099312,0.5554298277503031,-0.27371182143737816,0.733442201742696,0.8379465121405868,0.6816424098905622,0.9112891809004756,0.6117857142857139,0.4268183830226921
697,0,1,pro-beijing,politician,None,262.0,None,None,-14.079724428003216,-7.615355656895251,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
697,1,1,veteran,politician,82.0,262.0,-13.279470357298964,-5.871615198299855,-14.079724428003216,-7.615355656895251,-6.150499502854663,-3.454175893185802,-3.454175893185802,-3.1134115870228296,9.099208763383247,6.4999470803776225,10.94241523085887,6.831198579678972,7.128970854444301,9.825294464113162,2.417439305114053,2.7582036112770254,0.6050042422538136,0.577932817286086,0.47165846154618163,0.22502324554480957,None,0.34209800647853933
698,0,1,promising,author,10.0,434.0,-13.131793189256703,-6.30976929478714,-12.76020534230158,-10.213427589582226,-12.224906090719767,-3.401538850673531,-3.401538850673531,-4.611824453071633,8.963512680474928,6.291452003879796,10.4291182495782,6.455277892146588,0.9068870985369362,9.730254338583173,2.9082304441136086,1.6979448417155067,0.7016255996898858,0.7133165865054053,0.483899999741775,0.5546571372398148,None,0.5385389194139196
698,1,1,new,author,184.0,434.0,-5.003508985497221,-3.5583523966317334,-12.76020534230158,-10.213427589582226,-4.3920160765550245,-3.0227822668893056,-3.0227822668893056,-2.9281672552389333,11.071361901337536,6.897245080504974,10.697752203659455,6.3563074088285285,0.6114929089421963,1.9807267186079152,0.5355701297424278,0.6301851413928001,0.568446505166095,0.517790988819099,0.47778252889525286,0.37932981228946183,0.4516666666666671,0.42557203072616623
699,0,1,pure,sand,11.0,602.0,-10.424232582735048,-5.333220301967762,-13.266578556952126,-9.881671637716158,-6.963645373905752,-4.707305620645967,-4.707305620645967,-4.180124256296897,10.563260400227561,7.342625472351967,11.961260669217852,7.592975745859972,3.4605872088292955,5.71692696208908,0.6259146813217944,1.153096045670865,0.6222053820110897,0.7171658416023536,0.5182903039574982,0.47822655478928633,0.5817647058823531,0.4826139901120551
699,1,1,white,sand,101.0,602.0,-8.298082529426553,-5.608298489304898,-13.266578556952126,-9.881671637716158,-2.1677860906859774,-1.4136112064875483,-1.4136112064875483,-3.585290385959133,10.370572815347396,7.040917959474989,11.292270480812979,7.3196710846925965,6.130296438740576,6.884471322939005,4.19468728281735,2.023008103345765,0.5301061610766329,0.6292247762864254,0.4781371284441286,0.6039308522935958,0.22727272727272702,0.37942436401317975
700,0,1,quality,manual,None,610.0,None,None,-14.530812139401448,-5.979046633585523,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
700,1,1,how-to,manual,None,610.0,None,None,-14.530812139401448,-5.979046633585523,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
701,0,1,rapid,growth,187.0,143.0,-11.24331978197597,-7.0531105284513425,-10.380210775875398,-8.386561953658182,-4.343981123483046,-4.107048820194834,-4.107048820194834,-5.297636934797764,8.510033029755975,6.076428672965846,11.226963830077421,6.96209395613821,6.8993386584929235,7.136270961781136,2.946061708256509,1.7554735936535781,0.44310878212678895,0.5445186541367805,0.4652429200215824,0.5329228800009016,None,0.3962376351506786
701,1,1,economic,growth,127.0,143.0,-8.939428391798009,-4.76527776174866,-10.380210775875398,-8.386561953658182,-2.6616532612443975,-2.3824076048994853,-2.3824076048994853,-2.7023236403288817,8.505619575562582,5.472146730069615,10.79822748247065,6.594047190362323,6.277775130553611,6.557020786898523,2.3828701568491746,2.062954121419778,0.34460703530162196,0.3619009416537833,0.3697619800452552,0.4530343246247206,0.3275,0.3737082119127675
702,0,1,rare,species,7.0,269.0,-10.452259833699095,-7.347401805723158,-11.490130880359871,-9.389924185159387,-4.79801302642719,-4.283092258115475,-4.283092258115475,-5.80729663488143,9.655347669309185,6.759657529213758,11.338368321136052,7.075777248873587,5.654246807271905,6.169167575583621,3.0643095476076834,1.540105170841728,0.5455162873177255,0.6512155736758083,0.5500914276920815,0.612829258309106,None,0.694782608695652
702,1,1,spectacular,species,54.0,269.0,-11.266569868591157,-5.355953555027005,-11.490130880359871,-9.389924185159387,-12.49498055266148,-4.902523515393397,-4.902523515393397,-4.446722612094584,8.946503030871014,6.215093545342978,11.45290997791871,7.2034591319764445,-1.2284106840703224,6.36404635319776,0.4534300396336084,0.909230942932421,0.7136422299213403,0.534794463402817,0.7258156833420697,0.64186059285099,None,0.7609627748929781
703,0,1,recent,investment,184.0,130.0,-8.300052863823822,-3.5583523966317334,-11.205699852821168,-7.965065813930362,-9.135555390425456,-5.001334450664822,-5.001334450664822,-4.393664061327889,9.235664200824006,5.908869487185599,10.697752203659455,6.3563074088285285,-0.8355025266016334,3.2987184131590004,-1.4429820540330884,-0.8353116646961554,0.5489708102822779,0.5602578532614866,0.5063499287023407,0.524741306474477,0.467,0.42557203072616623
703,1,1,local,investment,62.0,130.0,-6.886859859010644,-2.926321710910842,-11.205699852821168,-7.965065813930362,-9.135555390425456,-3.2519345741397845,-3.2519345741397845,-2.4606207224418672,10.003047361160728,6.638382418365156,11.553351739579965,7.0088477609901,-2.2486955314148114,3.6349252848708598,-0.32561286322894256,0.4657009884689747,0.5863031018199576,0.6380713763510721,0.41075830037895167,0.46377178455534773,0.38428571428571395,0.513775111241064
704,0,1,regular,festivals,53.0,367.0,-8.627567921630895,-3.6108899305483,-13.95031247044408,-10.78307610129969,-8.712870867689906,-3.9473361213269285,-3.9473361213269285,-4.075342805289368,9.847109518056564,6.662308474334453,11.365433967853868,6.9750043224043585,-0.08530294605901112,4.680231800303966,-0.3364461907786285,-0.46445287474106767,0.7042978759564562,0.7763944250003918,0.6520665200225695,0.8355565389287363,None,0.4689695779805115
704,1,1,cultural,festivals,126.0,367.0,-10.135062450383423,-7.2833634387902535,-13.95031247044408,-10.78307610129969,-5.362373620605772,-3.796394223252189,-3.796394223252189,-6.017171935224273,9.336788259476688,6.2231619234231585,10.769798219052067,6.8152712866637275,4.772688829777651,6.338668227131233,3.4869692155380645,1.26619150356598,0.5066682357842859,0.7503644000624567,0.7625150939972726,0.8736538468937486,0.502692307692308,0.5487688933873145
705,0,1,regular,language,53.0,303.0,-8.627567921630895,-3.6108899305483,-10.584098617638539,-7.178435314502174,-10.816050314661654,-6.2563545725509275,-6.2563545725509275,-3.3945813732246335,9.847109518056564,6.662308474334453,11.365433967853868,6.9750043224043585,-2.1884823930307586,2.3712133490799676,-2.6454646420026275,0.2163085573236665,0.6363383553082729,0.5717989311134748,0.5353986015577519,0.4284710241475037,None,0.4689695779805115
705,1,1,english,language,22.0,303.0,-12.722127043432435,-10.120695386917127,-10.584098617638539,-7.178435314502174,-5.885312977098767,-4.989501827370739,-4.989501827370739,-7.303856260863328,8.897154154023319,6.279155726345836,10.741905895828019,7.248693518133992,6.836814066333668,7.732625216061696,5.1311935595463884,2.8168391260537993,0.25343023332076864,0.3265200499203579,0.39941930408333526,0.49283076232773393,None,0.1943782815481265
706,0,1,rich,life,131.0,626.0,-9.87821269956816,-3.1870673414481447,-8.389693673979194,-6.212850693973215,-8.556498769749851,-3.9936469706344426,-3.9936469706344426,-3.4089934475078865,9.695667976605863,6.690613227029256,10.981056842919148,6.65889117329594,1.3217139298183085,5.884565728933717,-0.8065796291862979,-0.22192610605974172,0.5258645287371277,0.4973772822609628,0.3617773379492556,0.30846543033411844,None,0.7173174493326742
706,1,1,cultural,life,126.0,626.0,-10.135062450383423,-7.2833634387902535,-8.389693673979194,-6.212850693973215,-8.39574541420579,-5.8539507726410065,-5.8539507726410065,-5.653980452432042,9.336788259476688,6.2231619234231585,10.769798219052067,6.8152712866637275,1.7393170361776331,4.281111677742416,1.429412666149247,1.6293829863582117,0.5448577641507419,0.4347500630585943,0.5345120311455015,0.3920729811340641,0.502692307692308,0.5487688933873145
707,0,1,rolling,terrain,53.0,338.0,-14.114738025076974,-3.6108899305483,-13.4605697179855,-10.537136168474204,-7.617651119427331,-4.1408374225617965,-4.1408374225617965,-3.498160500198932,6.910391946768033,5.28643717111126,11.365433967853868,6.9750043224043585,6.497086905649644,9.973900602515178,-0.5299474920134966,0.112729430349368,0.60117103032331,0.5410347223286937,0.6255282883219232,0.5745183727177767,None,0.4689695779805115
707,1,1,green,terrain,101.0,338.0,-9.001218452495722,-5.608298489304898,-13.4605697179855,-10.537136168474204,-8.939579214314692,-7.000979758978837,-7.000979758978837,-6.4367599555347885,10.231105099137881,7.018142409476492,11.292270480812979,7.3196710846925965,0.06163923818103001,2.000238693516885,-1.3926812696739388,-0.8284614662298901,0.7605028659557508,0.7432870367539091,0.7636758814742794,0.7479652136188872,None,0.37942436401317975
708,0,1,same,scope,None,833.0,None,None,-13.490755829488503,-4.587361020405796,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
708,1,1,compound,scope,72.0,833.0,-16.584223308378192,-8.889664542305798,-13.490755829488503,-4.587361020405796,None,None,None,-8.630819418270665,6.210424675200263,5.199653231045742,10.500440416367738,7.12491296133349,None,None,None,0.25884512403513327,0.6664208881066698,0.5425871438391332,0.8000175222861459,0.5453872259935989,None,0.355238095238095
709,0,1,same,circle,None,611.0,None,None,-12.337653006566427,-5.839549405147659,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
709,1,1,virtuous,circle,25.0,611.0,-15.357568860187587,-9.669690741526871,-12.337653006566427,-5.839549405147659,-7.0624959257337645,-7.0624959257337645,-7.0624959257337645,-9.99836904934236,7.938674712355285,6.018089715643425,10.196451425984389,6.785167458191595,8.295072934453824,8.295072934453824,2.6071948157931066,-0.3286783078154887,0.7248107658722558,0.8177556718540138,0.8436321166895875,0.76444082349383,None,0.6072727272727271
710,0,1,same,cycle,None,277.0,None,None,-12.034191080991251,-7.822033925631283,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
710,1,1,virtuous,cycle,25.0,277.0,-15.357568860187587,-9.669690741526871,-12.034191080991251,-7.822033925631283,-7.82163733508513,-7.7414669864011465,-7.7414669864011465,-10.770772031022203,7.938674712355285,6.018089715643425,10.196451425984389,6.785167458191595,7.535931525102457,7.616101873786441,1.9282237551257246,-1.1010812894953315,0.7476754880485128,0.8244780276259085,0.8971204740704113,0.7948936553011593,None,0.6072727272727271
711,0,1,scant,details,74.0,270.0,-15.303864332882572,-9.777651424027756,-10.191863761420434,-6.281949771167907,-11.208285170879757,-9.2696857155439,-9.2696857155439,-9.689153137949406,7.570813920266037,5.852189201103088,11.113347338277814,7.198418677787509,4.0955791620028155,6.034178617338672,0.5079657084838551,0.08849828607834986,0.7752610162129719,0.7584218730276149,0.7281588518337385,0.6191696050205159,None,0.65625
711,1,1,historical,details,126.0,270.0,-10.12741327178636,-7.2833634387902535,-10.191863761420434,-6.281949771167907,-8.418208240253987,-8.038360169437444,-8.038360169437444,-7.684973429451114,9.30299225094541,6.127853402723572,10.769798219052067,6.8152712866637275,1.7092050315323721,2.089053102348915,-0.754996730647191,-0.40160999066086056,0.5421778481037633,0.5646033774658368,0.7086364735809947,0.5786713706799005,0.27,0.5487688933873145
712,0,2,several,factors,None,564.0,None,None,-11.03729188700132,-6.2658147817526695,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
712,1,2,important,factors,36.0,564.0,-7.675191246288031,-4.049072114602912,-11.03729188700132,-6.2658147817526695,-3.2173494088358074,-1.8949119177067415,-1.8949119177067415,-2.6250865507309373,8.83669672959354,5.612870031816956,11.204401265124075,6.6940137524784555,4.457841837452223,5.7802793285812895,2.1541601968961706,1.4239855638719745,0.35483958967563456,0.3232814826110263,0.31418436135808925,0.16674609897432624,0.648333333333333,0.5203088092154123
713,0,1,several,reservoirs,None,503.0,None,None,-17.07222209679139,-12.349178580643526,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
713,1,1,large,reservoirs,53.0,503.0,-7.3640882923471835,-3.6108899305483,-17.07222209679139,-12.349178580643526,-3.9128893362299615,-2.783606319284995,-2.783606319284995,-4.0286144850391095,10.09016122698608,6.755654949138076,11.365433967853868,6.9750043224043585,3.451198956117222,4.580481973062188,0.8272836112633049,-0.4177245544908095,0.7501746266427909,0.8093452011868041,0.818391737013247,0.8796291294477412,0.664444444444444,0.4689695779805115
714,0,1,several,taxi,None,87.0,None,None,-16.210324373420175,-12.206019639847955,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
714,1,1,local,taxi,62.0,87.0,-6.886859859010644,-2.926321710910842,-16.210324373420175,-12.206019639847955,-4.774787059601174,-2.2990536286347756,-2.2990536286347756,-2.3921634942599814,10.003047361160728,6.638382418365156,11.553351739579965,7.0088477609901,2.1120727994094706,4.587806230375868,0.6272680822760663,0.5341582166508605,0.5744640804948036,0.8295542832839475,0.6339104929927231,0.9232537874145721,0.38428571428571395,0.513775111241064
715,0,1,several,monasteries,None,486.0,None,None,-17.38519859083422,-11.531338323936092,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
