"","workerid","class","predicate","slide_number","response","language"
"3243",108,"age","junior",5,0.74,"English"
"3244",108,"material","crocheted",6,0.15,"English"
"3245",108,"material","wooden",7,0.23,"English"
"3246",108,"value","pleasant",8,0.63,"English"
"3247",108,"color","green",9,0.08,"English"
"3248",108,"value","exciting",10,0.88,"English"
"3249",108,"physical","lacy",11,0.3,"English"
"3250",108,"location","closest",12,0.66,"English"
"3251",108,"X","token",13,0.46,"English"
"3252",108,"dimension","thin",14,0.65,"English"
"3253",108,"age","senior",15,0.81,"English"
"3254",108,"human","civilized",16,0.94,"English"
"3255",108,"color","black",17,0.35,"English"
"3256",108,"temporal","current",18,0.78,"English"
"3257",108,"value","plain",19,0.41,"English"
"3258",108,"speed","speedy",20,0.61,"English"
"3259",108,"X","last",21,0.06,"English"
"3260",108,"dimension","thick",22,0.82,"English"
"3261",108,"age","new",23,0.56,"English"
"3262",108,"age","old-time",24,0.64,"English"
"3263",108,"color","blue",25,0.06,"English"
"3264",108,"value","favorite",26,0.68,"English"
"3265",108,"nationality","Vietnamese",27,0.18,"English"
"3266",108,"nationality","national",28,0.72,"English"
"3267",108,"physical","sweet",29,0.84,"English"
"3268",108,"human","entrepreneurial",30,0.71,"English"
"3269",108,"dimension","biggest",31,0,"English"
"3270",108,"color","red",32,0.06,"English"
"3271",109,"nationality","international",3,0.02,"English"
"3272",109,"temporal","daily",4,0,"English"
"3273",109,"value","strange",5,0.93,"English"
"3274",109,"value","pleasant",6,0.95,"English"
"3275",109,"X","potential",7,0.02,"English"
"3276",109,"human","civilized",8,0.45,"English"
"3277",109,"nationality","Hispanic",9,0.17,"English"
"3278",109,"value","exciting",10,0.96,"English"
"3279",109,"X","individual",11,0.96,"English"
"3280",109,"dimension","biggest",12,0.03,"English"
"3281",109,"physical","curly",13,0.06,"English"
"3282",109,"shape","square",14,0.01,"English"
"3283",109,"value","best",15,0.95,"English"
"3284",109,"color","yellow",16,0.24,"English"
"3285",109,"physical","lacy",17,0.04,"English"
"3286",109,"human","creative",18,0.97,"English"
"3287",109,"X","mixed",19,0.36,"English"
"3288",109,"human","professional",20,0.46,"English"
"3289",109,"human","entrepreneurial",21,0.65,"English"
"3290",109,"dimension","narrow",22,0.09,"English"
"3291",109,"location","closest",23,0,"English"
"3292",109,"value","lavish",24,0.59,"English"
"3293",109,"material","gold",25,0.08,"English"
"3294",109,"dimension","thin",26,0.97,"English"
"3295",109,"physical","frozen",27,0.06,"English"
"3296",109,"color","green",28,0.08,"English"
"3297",109,"human","sad",29,0.7,"English"
"3298",109,"location","overhead",30,0.56,"English"
"3299",109,"color","purple",31,0.62,"English"
"3300",109,"age","new",32,0.04,"English"
"3301",110,"value","exciting",3,0.31,"English"
"3302",110,"nationality","national",4,0.05,"English"
"3303",110,"shape","square",5,0.04,"English"
"3304",110,"nationality","international",6,0.03,"English"
"3305",110,"dimension","long",7,0.65,"English"
"3306",110,"human","professional",8,0.53,"English"
"3307",110,"temporal","current",9,0.55,"English"
"3308",110,"nationality","Vietnamese",10,0.03,"English"
"3309",110,"physical","frozen",11,0.08,"English"
"3310",110,"material","corduroy",12,0.03,"English"
"3311",110,"nationality","Japanese",13,0.05,"English"
"3312",110,"X","individual",14,0,"English"
"3313",110,"dimension","thin",15,0.67,"English"
"3314",110,"human","selfish",16,0.82,"English"
"3315",110,"dimension","biggest",17,0.77,"English"
"3316",110,"value","prestigious",18,0.77,"English"
"3317",110,"age","senior",19,0.41,"English"
"3318",110,"value","favorite",20,0.88,"English"
"3319",110,"X","designated",21,0.21,"English"
"3320",110,"age","junior",22,0.19,"English"
"3321",110,"location","internal",23,0.1,"English"
"3322",110,"X","unique",24,0.85,"English"
"3323",110,"age","young",25,0.6,"English"
"3324",110,"nationality","English",26,0.13,"English"
"3325",110,"X","potential",27,0.75,"English"
"3326",110,"physical","spicy",28,0.8,"English"
"3327",110,"location","overhead",29,0.01,"English"
"3328",110,"human","playful",30,0.68,"English"
"3329",110,"physical","curly",31,0.73,"English"
"3330",110,"physical","lacy",32,0.72,"English"
"3331",111,"human","civilized",3,0.78,"english"
"3332",111,"X","token",4,0.57,"english"
"3333",111,"value","plain",5,0.27,"english"
"3334",111,"age","old",6,0.36,"english"
"3335",111,"location","overhead",7,0.24,"english"
"3336",111,"color","white",8,0.04,"english"
"3337",111,"nationality","Vietnamese",9,0.02,"english"
"3338",111,"dimension","thin",10,0.34,"english"
"3339",111,"shape","square",11,0,"english"
"3340",111,"nationality","international",12,0.21,"english"
"3341",111,"color","red",13,0.03,"english"
"3342",111,"value","strange",14,0.69,"english"
"3343",111,"temporal","historical",15,0.55,"english"
"3344",111,"speed","slow",16,0.77,"english"
"3345",111,"dimension","large",17,0.66,"english"
"3346",111,"value","favorite",18,1,"english"
"3347",111,"color","black",19,0.02,"english"
"3348",111,"value","best",20,0.56,"english"
"3349",111,"X","unique",21,0.72,"english"
"3350",111,"human","selfish",22,0.81,"english"
"3351",111,"human","creative",23,0.68,"english"
"3352",111,"physical","frozen",24,0.09,"english"
"3353",111,"value","prestigious",25,0.82,"english"
"3354",111,"speed","fast",26,1,"english"
"3355",111,"color","blue",27,0,"english"
"3356",111,"X","individual",28,0.72,"english"
"3357",111,"physical","creamy",29,0.63,"english"
"3358",111,"human","strict",30,0.79,"english"
"3359",111,"shape","circular",31,0.01,"english"
"3360",111,"material","wooden",32,0.05,"english"
"3361",112,"speed","speedy",3,0.81,"english"
"3362",112,"nationality","national",4,0.17,"english"
"3363",112,"temporal","daily",5,0.02,"english"
"3364",112,"age","senior",6,0.7,"english"
"3365",112,"human","playful",7,0.78,"english"
"3366",112,"temporal","current",8,0.75,"english"
"3367",112,"color","blonde",9,0.36,"english"
"3368",112,"X","designated",10,0.01,"english"
"3369",112,"dimension","narrow",11,0.76,"english"
"3370",112,"shape","square",12,0.03,"english"
"3371",112,"dimension","long",13,0.82,"english"
"3372",112,"human","civilized",14,0.81,"english"
"3373",112,"nationality","Japanese",15,0.16,"english"
"3374",112,"nationality","English",16,0.21,"english"
"3375",112,"color","blue",17,0.62,"english"
"3376",112,"color","yellow",18,0.68,"english"
"3377",112,"age","junior",19,0.8,"english"
"3378",112,"physical","lacy",20,0.68,"english"
"3379",112,"human","sad",21,0.85,"english"
"3380",112,"material","crocheted",22,0.44,"english"
"3381",112,"physical","sweet",23,0.88,"english"
"3382",112,"age","old",24,0.86,"english"
"3383",112,"X","mixed",25,0.51,"english"
"3384",112,"human","creative",26,0.86,"english"
"3385",112,"human","selfish",27,0.81,"english"
"3386",112,"physical","creamy",28,0.81,"english"
"3387",112,"dimension","large",29,0.84,"english"
"3388",112,"human","professional",30,0.85,"english"
"3389",112,"dimension","mini",31,0.84,"english"
"3390",112,"value","strange",32,0.82,"english"
"3391",113,"dimension","thin",3,0.48,"English"
"3392",113,"human","strict",4,0.72,"English"
"3393",113,"nationality","Hispanic",5,0.26,"English"
"3394",113,"physical","solid",6,0.88,"English"
"3395",113,"color","yellow",7,0.26,"English"
"3396",113,"physical","smooth",8,0.6,"English"
"3397",113,"location","overhead",9,0.37,"English"
"3398",113,"human","creative",10,0.74,"English"
"3399",113,"nationality","national",11,0.66,"English"
"3400",113,"material","corduroy",12,0.2,"English"
"3401",113,"age","old-time",13,0.69,"English"
"3402",113,"nationality","European",14,0.78,"English"
"3403",113,"nationality","Vietnamese",15,0.15,"English"
"3404",113,"human","civilized",16,0.76,"English"
"3405",113,"X","last",17,0.84,"English"
"3406",113,"value","plain",18,0.41,"English"
"3407",113,"value","strange",19,0.75,"English"
"3408",113,"color","green",20,0.78,"English"
"3409",113,"material","crocheted",21,0.03,"English"
"3410",113,"location","internal",22,0.31,"English"
"3411",113,"color","white",23,0.86,"English"
"3412",113,"X","mixed",24,0.95,"English"
"3413",113,"X","individual",25,0.9,"English"
"3414",113,"physical","frozen",26,0.65,"English"
"3415",113,"value","lavish",27,0.41,"English"
"3416",113,"value","prestigious",28,0.24,"English"
"3417",113,"X","different",29,0.65,"English"
"3418",113,"color","red",30,0.86,"English"
"3419",113,"human","selfish",31,0.8,"English"
"3420",113,"physical","sweet",32,0.47,"English"
"3421",114,"age","senior",3,0,"English"
"3422",114,"location","internal",4,0,"English"
"3423",114,"material","crocheted",5,0,"English"
"3424",114,"human","strict",6,0.75,"English"
"3425",114,"human","professional",7,0.74,"English"
"3426",114,"material","gold",8,0,"English"
"3427",114,"dimension","mini",9,0.68,"English"
"3428",114,"dimension","thick",10,0.75,"English"
"3429",114,"color","white",11,0,"English"
"3430",114,"human","selfish",12,0.88,"English"
"3431",114,"color","red",13,0,"English"
"3432",114,"nationality","international",14,0,"English"
"3433",114,"age","junior",15,0.54,"English"
"3434",114,"value","best",16,1,"English"
"3435",114,"color","yellow",17,0,"English"
"3436",114,"color","purple",18,0,"English"
"3437",114,"nationality","Hispanic",19,0.33,"English"
"3438",114,"X","different",20,1,"English"
"3439",114,"X","token",21,0,"English"
"3440",114,"X","individual",22,0.6,"English"
"3441",114,"physical","curly",23,0.36,"English"
"3442",114,"human","playful",24,1,"English"
"3443",114,"location","closest",25,0.62,"English"
"3444",114,"temporal","historical",26,0,"English"
"3445",114,"nationality","Japanese",27,0,"English"
"3446",114,"physical","smooth",28,1,"English"
"3447",114,"nationality","European",29,0,"English"
"3448",114,"physical","lacy",30,0.73,"English"
"3449",114,"shape","square",31,0,"English"
"3450",114,"human","creative",32,1,"English"
"3451",115,"value","best",3,0.91,"English"
"3452",115,"age","junior",4,0.46,"English"
"3453",115,"shape","square",5,0.26,"English"
"3454",115,"temporal","everyday",6,0.66,"English"
"3455",115,"human","entrepreneurial",7,0.85,"English"
"3456",115,"color","black",8,0.81,"English"
"3457",115,"nationality","Vietnamese",9,0.48,"English"
"3458",115,"dimension","thick",10,0.78,"English"
"3459",115,"physical","spicy",11,0.92,"English"
"3460",115,"color","yellow",12,0.6,"English"
"3461",115,"location","overhead",13,0.6,"English"
"3462",115,"physical","lacy",14,0.48,"English"
"3463",115,"nationality","national",15,0.32,"English"
"3464",115,"value","exciting",16,0.68,"English"
"3465",115,"X","potential",17,0.77,"English"
"3466",115,"nationality","international",18,0.47,"English"
"3467",115,"dimension","thin",19,0.67,"English"
"3468",115,"color","green",20,0.51,"English"
"3469",115,"human","playful",21,0.66,"English"
"3470",115,"material","wooden",22,0.41,"English"
"3471",115,"age","senior",23,0.24,"English"
"3472",115,"color","blonde",24,0.6,"English"
"3473",115,"human","selfish",25,0.5,"English"
"3474",115,"physical","smooth",26,0.58,"English"
"3475",115,"color","red",27,0.52,"English"
"3476",115,"color","blue",28,0.5,"English"
"3477",115,"speed","speedy",29,0.66,"English"
"3478",115,"nationality","Brazilian",30,0.2,"English"
"3479",115,"X","individual",31,0.63,"English"
"3480",115,"physical","sweet",32,0.82,"English"
"3481",116,"human","professional",3,0.3,"Englsih"
"3482",116,"physical","smooth",4,0.83,"Englsih"
"3483",116,"age","old",5,0.89,"Englsih"
"3484",116,"nationality","European",6,0.22,"Englsih"
"3485",116,"value","favorite",7,0.79,"Englsih"
"3486",116,"age","young",8,0.92,"Englsih"
"3487",116,"age","senior",9,0.45,"Englsih"
"3488",116,"material","gold",10,0.2,"Englsih"
"3489",116,"color","green",11,0.54,"Englsih"
"3490",116,"human","creative",12,0.48,"Englsih"
"3491",116,"age","new",13,0.76,"Englsih"
"3492",116,"nationality","Hispanic",14,0.26,"Englsih"
"3493",116,"material","crocheted",15,0.26,"Englsih"
"3494",116,"physical","frozen",16,0.28,"Englsih"
"3495",116,"physical","spicy",17,0.67,"Englsih"
"3496",116,"physical","solid",18,0.36,"Englsih"
"3497",116,"color","blonde",19,0.38,"Englsih"
"3498",116,"shape","circular",20,0.66,"Englsih"
"3499",116,"human","entrepreneurial",21,0.3,"Englsih"
"3500",116,"X","last",22,0.34,"Englsih"
"3501",116,"value","pleasant",23,0.64,"Englsih"
"3502",116,"material","wooden",24,0.14,"Englsih"
"3503",116,"dimension","open",25,0.29,"Englsih"
"3504",116,"temporal","daily",26,0.18,"Englsih"
"3505",116,"value","strange",27,0.88,"Englsih"
"3506",116,"dimension","biggest",28,0.3,"Englsih"
"3507",116,"physical","curly",29,0.44,"Englsih"
"3508",116,"dimension","thin",30,0.29,"Englsih"
"3509",116,"nationality","international",31,0.57,"Englsih"
"3510",116,"dimension","thick",32,0.75,"Englsih"
"3511",117,"nationality","international",3,0.08,"English"
"3512",117,"physical","creamy",4,0.54,"English"
"3513",117,"value","strange",5,0.83,"English"
"3514",117,"nationality","English",6,0.04,"English"
"3515",117,"material","corduroy",7,0.2,"English"
"3516",117,"human","sad",8,0.8,"English"
"3517",117,"color","green",9,0.08,"English"
"3518",117,"location","overhead",10,0.2,"English"
"3519",117,"physical","smooth",11,0.47,"English"
"3520",117,"value","best",12,0.91,"English"
"3521",117,"value","favorite",13,0.82,"English"
"3522",117,"human","playful",14,0.58,"English"
"3523",117,"color","purple",15,0.16,"English"
"3524",117,"age","senior",16,0.66,"English"
"3525",117,"value","prestigious",17,0.7,"English"
"3526",117,"physical","sweet",18,0.76,"English"
"3527",117,"physical","curly",19,0.47,"English"
"3528",117,"speed","slow",20,0.66,"English"
"3529",117,"X","mixed",21,0.42,"English"
"3530",117,"human","entrepreneurial",22,0.25,"English"
"3531",117,"color","black",23,0,"English"
"3532",117,"dimension","narrow",24,0.37,"English"
"3533",117,"nationality","Japanese",25,0.22,"English"
"3534",117,"value","exciting",26,0.7,"English"
"3535",117,"physical","lacy",27,0.43,"English"
"3536",117,"physical","solid",28,0.35,"English"
"3537",117,"value","pleasant",29,0.77,"English"
"3538",117,"material","gold",30,0.05,"English"
"3539",117,"dimension","large",31,0.49,"English"
"3540",117,"dimension","thick",32,0.51,"English"
"3541",118,"value","plain",3,1,"English"
"3542",118,"color","purple",4,0.19,"English"
"3543",118,"value","prestigious",5,0.86,"English"
"3544",118,"physical","frozen",6,0,"English"
"3545",118,"human","civilized",7,1,"English"
"3546",118,"color","black",8,0.09,"English"
"3547",118,"human","selfish",9,0.78,"English"
"3548",118,"color","white",10,0.11,"English"
"3549",118,"material","wooden",11,0,"English"
"3550",118,"location","internal",12,0,"English"
"3551",118,"dimension","narrow",13,0.54,"English"
"3552",118,"X","mixed",14,0.18,"English"
"3553",118,"value","favorite",15,0.98,"English"
"3554",118,"material","corduroy",16,0.05,"English"
"3555",118,"value","strange",17,1,"English"
"3556",118,"shape","square",18,0.11,"English"
"3557",118,"age","old",19,0.7,"English"
"3558",118,"human","entrepreneurial",20,0.7,"English"
"3559",118,"dimension","long",21,0.55,"English"
"3560",118,"physical","solid",22,0.16,"English"
"3561",118,"nationality","Brazilian",23,0,"English"
"3562",118,"location","overhead",24,0.14,"English"
"3563",118,"physical","curly",25,0.21,"English"
"3564",118,"physical","creamy",26,0.49,"English"
"3565",118,"age","old-time",27,0.37,"English"
"3566",118,"dimension","mini",28,0.3,"English"
"3567",118,"nationality","national",29,0.16,"English"
"3568",118,"value","exciting",30,0.96,"English"
"3569",118,"temporal","current",31,0.31,"English"
"3570",118,"value","best",32,0.8,"English"
"3571",119,"human","selfish",3,1,"english"
"3572",119,"nationality","Hispanic",4,1,"english"
"3573",119,"value","prestigious",5,0,"english"
"3574",119,"material","wooden",6,0,"english"
"3575",119,"age","new",7,0,"english"
"3576",119,"human","strict",8,1,"english"
"3577",119,"X","mixed",9,0.55,"english"
"3578",119,"X","different",10,0.98,"english"
"3579",119,"X","unique",11,0.99,"english"
"3580",119,"physical","solid",12,0.06,"english"
"3581",119,"nationality","Brazilian",13,0.49,"english"
"3582",119,"value","favorite",14,0.92,"english"
"3583",119,"value","lavish",15,0.85,"english"
"3584",119,"dimension","thin",16,0.99,"english"
"3585",119,"nationality","English",17,0.92,"english"
"3586",119,"dimension","mini",18,0.53,"english"
"3587",119,"color","red",19,0.3,"english"
"3588",119,"color","purple",20,0.28,"english"
"3589",119,"value","best",21,0.87,"english"
"3590",119,"physical","spicy",22,0,"english"
"3591",119,"age","old-time",23,0.05,"english"
"3592",119,"dimension","thick",24,0.09,"english"
"3593",119,"temporal","daily",25,0,"english"
"3594",119,"nationality","Japanese",26,0.06,"english"
"3595",119,"dimension","narrow",27,0.87,"english"
"3596",119,"speed","fast",28,0.89,"english"
"3597",119,"nationality","international",29,0.81,"english"
"3598",119,"nationality","Vietnamese",30,0.15,"english"
"3599",119,"color","green",31,0.08,"english"
"3600",119,"color","blonde",32,0.85,"english"
"3601",120,"dimension","thick",3,0.67,"english"
"3602",120,"human","selfish",4,0.63,"english"
"3603",120,"nationality","European",5,0,"english"
"3604",120,"human","playful",6,0.7,"english"
"3605",120,"physical","creamy",7,0.58,"english"
"3606",120,"temporal","everyday",8,0.77,"english"
"3607",120,"human","strict",9,0.76,"english"
"3608",120,"physical","spicy",10,0.67,"english"
"3609",120,"speed","slow",11,0.29,"english"
"3610",120,"dimension","open",12,0.11,"english"
"3611",120,"physical","sweet",13,0.59,"english"
"3612",120,"material","corduroy",14,0.01,"english"
"3613",120,"X","token",15,0.52,"english"
"3614",120,"physical","lacy",16,0.05,"english"
"3615",120,"color","blonde",17,0.14,"english"
"3616",120,"dimension","large",18,0.72,"english"
"3617",120,"X","individual",19,0.51,"english"
"3618",120,"age","young",20,0.7,"english"
"3619",120,"physical","frozen",21,0.31,"english"
"3620",120,"X","different",22,0.66,"english"
"3621",120,"shape","circular",23,0.44,"english"
"3622",120,"dimension","narrow",24,0.72,"english"
"3623",120,"color","purple",25,0.03,"english"
"3624",120,"location","closest",26,0.58,"english"
"3625",120,"temporal","current",27,0.15,"english"
"3626",120,"color","white",28,0.02,"english"
"3627",120,"human","professional",29,0.71,"english"
"3628",120,"nationality","English",30,0,"english"
"3629",120,"temporal","daily",31,0.5,"english"
"3630",120,"nationality","international",32,0.52,"english"
"3631",121,"dimension","thin",3,0.87,"English"
"3632",121,"value","exciting",4,0.28,"English"
"3633",121,"dimension","open",5,0.21,"English"
"3634",121,"color","red",6,0.09,"English"
"3635",121,"X","different",7,0.96,"English"
"3636",121,"nationality","Vietnamese",8,0.03,"English"
"3637",121,"color","purple",9,0,"English"
"3638",121,"X","designated",10,0.81,"English"
"3639",121,"physical","frozen",11,0.07,"English"
"3640",121,"dimension","mini",12,0.98,"English"
"3641",121,"value","pleasant",13,0.08,"English"
"3642",121,"speed","slow",14,0.98,"English"
"3643",121,"nationality","Brazilian",15,0.08,"English"
"3644",121,"temporal","historical",16,0.48,"English"
"3645",121,"physical","smooth",17,0.94,"English"
"3646",121,"dimension","biggest",18,0.9,"English"
"3647",121,"physical","creamy",19,0.98,"English"
"3648",121,"nationality","Japanese",20,0.07,"English"
"3649",121,"physical","curly",21,0.51,"English"
"3650",121,"human","sad",22,0.61,"English"
"3651",121,"nationality","international",23,0.23,"English"
"3652",121,"shape","square",24,0.76,"English"
"3653",121,"value","prestigious",25,0.23,"English"
"3654",121,"temporal","everyday",26,0.93,"English"
"3655",121,"location","overhead",27,0.8,"English"
"3656",121,"color","white",28,0.14,"English"
"3657",121,"age","new",29,0.86,"English"
"3658",121,"X","last",30,0.28,"English"
"3659",121,"human","entrepreneurial",31,0.51,"English"
"3660",121,"human","civilized",32,0.92,"English"
"3661",122,"physical","sweet",3,0.5,"english"
"3662",122,"material","crocheted",4,0.15,"english"
"3663",122,"color","white",5,0.49,"english"
"3664",122,"speed","fast",6,0.3,"english"
"3665",122,"dimension","biggest",7,0.31,"english"
"3666",122,"human","playful",8,0.28,"english"
"3667",122,"physical","smooth",9,0.32,"english"
"3668",122,"X","potential",10,0.5,"english"
"3669",122,"physical","frozen",11,0.05,"english"
"3670",122,"age","new",12,0.5,"english"
"3671",122,"physical","spicy",13,0.23,"english"
"3672",122,"physical","lacy",14,0.33,"english"
"3673",122,"human","strict",15,0.39,"english"
"3674",122,"location","closest",16,0.48,"english"
"3675",122,"color","purple",17,0,"english"
"3676",122,"value","prestigious",18,0.47,"english"
"3677",122,"shape","square",19,0.05,"english"
"3678",122,"nationality","national",20,0.22,"english"
"3679",122,"color","black",21,0,"english"
"3680",122,"age","old-time",22,0.46,"english"
"3681",122,"temporal","everyday",23,0.53,"english"
"3682",122,"nationality","Japanese",24,0.04,"english"
"3683",122,"human","selfish",25,0.52,"english"
"3684",122,"X","different",26,0.48,"english"
"3685",122,"location","internal",27,0.47,"english"
"3686",122,"color","blonde",28,0.22,"english"
"3687",122,"color","green",29,0,"english"
"3688",122,"physical","creamy",30,0.44,"english"
"3689",122,"dimension","large",31,0.5,"english"
"3690",122,"human","creative",32,0.44,"english"
"3691",123,"physical","smooth",3,1,"English"
"3692",123,"dimension","thin",4,1,"English"
"3693",123,"X","potential",5,1,"English"
"3694",123,"dimension","mini",6,1,"English"
"3695",123,"physical","sweet",7,1,"English"
"3696",123,"value","pleasant",8,1,"English"
"3697",123,"X","different",9,1,"English"
"3698",123,"temporal","historical",10,0.51,"English"
"3699",123,"value","best",11,1,"English"
"3700",123,"physical","spicy",12,1,"English"
"3701",123,"temporal","everyday",13,0.5,"English"
"3702",123,"X","token",14,0,"English"
"3703",123,"location","overhead",15,0.01,"English"
"3704",123,"value","exciting",16,1,"English"
"3705",123,"human","playful",17,1,"English"
"3706",123,"speed","fast",18,1,"English"
"3707",123,"X","individual",19,1,"English"
"3708",123,"speed","slow",20,1,"English"
"3709",123,"nationality","Japanese",21,0,"English"
"3710",123,"value","plain",22,1,"English"
"3711",123,"dimension","thick",23,1,"English"
"3712",123,"human","sad",24,1,"English"
"3713",123,"value","strange",25,1,"English"
"3714",123,"human","professional",26,1,"English"
"3715",123,"physical","frozen",27,0,"English"
"3716",123,"nationality","Brazilian",28,0,"English"
"3717",123,"shape","circular",29,0,"English"
"3718",123,"material","corduroy",30,0,"English"
"3719",123,"shape","square",31,0,"English"
"3720",123,"nationality","Hispanic",32,0,"English"
"3721",124,"physical","spicy",3,0.88,"English"
"3722",124,"X","token",4,0.53,"English"
"3723",124,"dimension","thin",5,0.63,"English"
"3724",124,"human","creative",6,0.82,"English"
"3725",124,"color","red",7,0.05,"English"
"3726",124,"shape","square",8,0.1,"English"
"3727",124,"human","playful",9,0.9,"English"
"3728",124,"nationality","English",10,0.36,"English"
"3729",124,"age","old",11,0.62,"English"
"3730",124,"X","designated",12,0.11,"English"
"3731",124,"material","wooden",13,0.06,"English"
"3732",124,"location","overhead",14,0.07,"English"
"3733",124,"dimension","thick",15,0.73,"English"
"3734",124,"nationality","Brazilian",16,0.11,"English"
"3735",124,"nationality","Vietnamese",17,0.1,"English"
"3736",124,"physical","smooth",18,0.63,"English"
"3737",124,"physical","sweet",19,0.87,"English"
"3738",124,"human","strict",20,0.99,"English"
"3739",124,"location","closest",21,0.17,"English"
"3740",124,"X","different",22,0.06,"English"
"3741",124,"nationality","European",23,0.14,"English"
"3742",124,"value","prestigious",24,0.39,"English"
"3743",124,"X","unique",25,0.66,"English"
"3744",124,"shape","circular",26,0.11,"English"
"3745",124,"dimension","open",27,0.26,"English"
"3746",124,"temporal","current",28,0.48,"English"
"3747",124,"color","yellow",29,0.07,"English"
"3748",124,"X","potential",30,0.66,"English"
"3749",124,"value","lavish",31,0.43,"English"
"3750",124,"temporal","daily",32,0.06,"English"
"3751",125,"nationality","Brazilian",3,0.8,"English"
"3752",125,"X","potential",4,0.95,"English"
"3753",125,"dimension","long",5,0.52,"English"
"3754",125,"shape","square",6,0.03,"English"
"3755",125,"value","exciting",7,0.96,"English"
"3756",125,"speed","fast",8,0.97,"English"
"3757",125,"human","selfish",9,0.81,"English"
"3758",125,"dimension","biggest",10,0.04,"English"
"3759",125,"dimension","mini",11,0.04,"English"
"3760",125,"X","mixed",12,0.01,"English"
"3761",125,"temporal","daily",13,0.01,"English"
"3762",125,"speed","speedy",14,0.05,"English"
"3763",125,"age","new",15,0.03,"English"
"3764",125,"temporal","historical",16,0.93,"English"
"3765",125,"X","token",17,0.04,"English"
"3766",125,"color","red",18,0.05,"English"
"3767",125,"age","young",19,0.5,"English"
"3768",125,"nationality","national",20,0.76,"English"
"3769",125,"color","purple",21,0.07,"English"
"3770",125,"physical","creamy",22,0.04,"English"
"3771",125,"speed","slow",23,0.01,"English"
"3772",125,"age","junior",24,0.68,"English"
"3773",125,"X","designated",25,0.04,"English"
"3774",125,"color","black",26,0.82,"English"
"3775",125,"shape","circular",27,0.03,"English"
"3776",125,"physical","sweet",28,0.03,"English"
"3777",125,"location","internal",29,0.85,"English"
"3778",125,"color","blue",30,0.05,"English"
"3779",125,"nationality","Hispanic",31,0.85,"English"
"3780",125,"human","entrepreneurial",32,0.04,"English"
"3781",126,"human","sad",3,0.52,"ENGLISH"
"3782",126,"color","white",4,0.78,"ENGLISH"
"3783",126,"value","best",5,0.76,"ENGLISH"
"3784",126,"location","overhead",6,0.62,"ENGLISH"
"3785",126,"nationality","Japanese",7,0.97,"ENGLISH"
"3786",126,"X","mixed",8,0.47,"ENGLISH"
"3787",126,"age","junior",9,0.79,"ENGLISH"
"3788",126,"value","exciting",10,0.65,"ENGLISH"
"3789",126,"physical","creamy",11,0.59,"ENGLISH"
"3790",126,"color","green",12,0.04,"ENGLISH"
"3791",126,"temporal","daily",13,0.3,"ENGLISH"
"3792",126,"material","crocheted",14,0.02,"ENGLISH"
"3793",126,"human","selfish",15,0.43,"ENGLISH"
"3794",126,"dimension","open",16,0.24,"ENGLISH"
"3795",126,"X","different",17,0.54,"ENGLISH"
"3796",126,"human","professional",18,0.6,"ENGLISH"
"3797",126,"nationality","European",19,0.21,"ENGLISH"
"3798",126,"nationality","English",20,0.26,"ENGLISH"
"3799",126,"physical","solid",21,0.07,"ENGLISH"
"3800",126,"color","blonde",22,0,"ENGLISH"
"3801",126,"color","yellow",23,0.09,"ENGLISH"
"3802",126,"human","entrepreneurial",24,0.33,"ENGLISH"
"3803",126,"location","closest",25,0.61,"ENGLISH"
"3804",126,"nationality","Hispanic",26,0.13,"ENGLISH"
"3805",126,"temporal","current",27,0.41,"ENGLISH"
"3806",126,"dimension","thin",28,0.36,"ENGLISH"
"3807",126,"speed","slow",29,0.59,"ENGLISH"
"3808",126,"age","old-time",30,0.46,"ENGLISH"
"3809",126,"shape","square",31,0.27,"ENGLISH"
"3810",126,"material","corduroy",32,0.1,"ENGLISH"
"3811",127,"age","senior",3,0.99,"ENGLISH"
"3812",127,"dimension","long",4,0.21,"ENGLISH"
"3813",127,"material","corduroy",5,0.97,"ENGLISH"
"3814",127,"color","blonde",6,0.75,"ENGLISH"
"3815",127,"X","different",7,0.14,"ENGLISH"
"3816",127,"human","selfish",8,0.79,"ENGLISH"
"3817",127,"age","old",9,0.53,"ENGLISH"
"3818",127,"human","professional",10,0.52,"ENGLISH"
"3819",127,"material","gold",11,0.66,"ENGLISH"
"3820",127,"dimension","open",12,0.5,"ENGLISH"
"3821",127,"speed","slow",13,0.37,"ENGLISH"
"3822",127,"X","mixed",14,0.27,"ENGLISH"
"3823",127,"temporal","everyday",15,0.3,"ENGLISH"
"3824",127,"physical","curly",16,0.84,"ENGLISH"
"3825",127,"nationality","Brazilian",17,0.8,"ENGLISH"
"3826",127,"nationality","international",18,0.33,"ENGLISH"
"3827",127,"temporal","historical",19,0.52,"ENGLISH"
"3828",127,"value","best",20,0.3,"ENGLISH"
"3829",127,"value","exciting",21,0.39,"ENGLISH"
"3830",127,"age","junior",22,0.66,"ENGLISH"
"3831",127,"physical","spicy",23,0.86,"ENGLISH"
"3832",127,"X","designated",24,0.72,"ENGLISH"
"3833",127,"dimension","mini",25,0.21,"ENGLISH"
"3834",127,"value","favorite",26,0.97,"ENGLISH"
"3835",127,"dimension","narrow",27,0.42,"ENGLISH"
"3836",127,"location","internal",28,0.71,"ENGLISH"
"3837",127,"location","overhead",29,0.28,"ENGLISH"
"3838",127,"dimension","biggest",30,0.85,"ENGLISH"
